language,code_mixed,english
Maniplish,Ei nanggi phone touriga.,I am taking your phone.
Maniplish,Nangna khallik kalli?,Will you come tomorrow?
Maniplish,Ei adu kari.,I will work now.
Maniplish,Nangna khudol khangba?,What do you want?
Maniplish,Ei nanggi help touraga.,I will help you.
Maniplish,Nangna khallik kalli?,Where will you go tomorrow?
Maniplish,Ei nangna khudong touraga.,I love you.
Maniplish,Nangna assignment submit touriba?,Did you submit the assignment?
Maniplish,Ei nanggi numit toukhre.,I will talk to you.
Maniplish,Nangna khallik bazar gi kari?,Will you go to the market tomorrow?
Maniplish,Ei nanggi message pibire.,I got your message.
Maniplish,Nangna help touraba?,Do you need help?
Maniplish,Ei khallik school gi kari.,I will go to school tomorrow.
Maniplish,Nangna phone touriba?,Did you call?
Maniplish,Ei nanggi numit hanna thoukhi.,I understood you.
Maniplish,Nanggi yum asi khangbire?,Where is your house?
Maniplish,Ei nangna pumnamak asu.,I will come with you.
Maniplish,Nangna busy asi?,Are you busy?
Maniplish,Ei nangna phone touri.,I will call you.
Maniplish,Nangna khallik kalli?,Will you come tomorrow?
Maniplish,Ei nanggi pumnamak toukhiba.,I will play with you.
Maniplish,Nangna khudol khangba?,What do you need?
Maniplish,Ei adu kari.,I will work now.
Maniplish,Nangna chahi touriga?,Did you eat food?
Maniplish,Ei nanggi reply pibire.,I got your reply.
Maniplish,Nanggi bag asi khangbire?,Where is your bag?
Maniplish,Ei khallik bazar gi kari.,I will go to the market tomorrow.
Maniplish,Nangna khallik class gi kari?,Will you go to class tomorrow?
Maniplish,Ei nanggi numit hanna thoukhi.,I understood you.
Maniplish,Nangna busy asi?,Are you busy?
Maniplish,Ei nanggi numit toukhre.,I will talk to you.
Maniplish,Nangna phajaba khangdaba.,You look beautiful.
Maniplish,Ei nanggi phone touriga.,I am taking your phone.
Maniplish,Nangna khallik kalli?,Will you come tomorrow?
Maniplish,Ei adu busy asi.,I am busy now.
Maniplish,Nangna khudol khangba?,What do you want?
Maniplish,Ei nanggi help touraga.,I will help you.
Maniplish,Nangna khallik kalli?,Where will you go tomorrow?
Maniplish,Ei nangna khudong touraga.,I love you.
Maniplish,Nangna assignment submit touriba?,Did you submit the assignment?
Maniplish,Ei nanggi numit toukhre.,I will talk to you.
Maniplish,Nangna khallik bazar gi kari?,Will you go to the market tomorrow?
Maniplish,Ei nanggi message pibire.,I got your message.
Maniplish,Nangna help touraba?,Do you need help?
Mizlish,Ka kal school ah.,I will go to school tomorrow.
Mizlish,I nih chuan chhanh em?,Did you eat food?
Mizlish,Ka help rawh.,I will help you.
Mizlish,I phone charge angin?,Is your phone charged?
Mizlish,A hming hi a zung.,He is a good boy.
Mizlish,Ka office ah kal a ni.,I am going to the office.
Mizlish,I kal ve loh chuan?,Will you come tomorrow?
Mizlish,Ka message rawh.,I got your message.
Mizlish,I hmang chuan a tha a ni.,You look nice.
Mizlish,"Ka hming a zung a, ka busy a ni.",I am busy now.
Mizlish,I kam thil pawimawh chuan a sawn ang?,Is your work done?
Mizlish,Ka phone rawh.,I will call you.
Mizlish,I assignment a kal em?,Are you doing the assignment?
Mizlish,Ka thawngah kal a ni.,I am going home.
Mizlish,I hriat chuan ka hmu lo.,What do you need?
Mizlish,Ka exam a kal a ni.,I will give the exam tomorrow.
Mizlish,I movie a chhuak em?,Did you watch the movie?
Mizlish,Ka hmang chuan ka la thlang lo.,I will talk to you.
Mizlish,I hmingah hian ka thiltih a lo chhuak a ni.,I have a question for you.
Mizlish,Ka i chhuak chuan ka hmu chhuak.,I love you.
Mizlish,I kal loh chuan khetloh chuan?,Where will you go tomorrow?
Mizlish,Ka i kal a ni.,I have come now.
Mizlish,I help theih em?,Do you need help?
Mizlish,Ka i hmingin kal a ni.,I will come with you.
Mizlish,I kal chuan eng emaw?,How are you tomorrow?
Mizlish,Ka phone rawh.,I called you.
Mizlish,I nih chuan chhanh em?,Did you eat food?
Mizlish,Ka reply lo hmu.,I got your reply.
Mizlish,I bag chu a siam em?,Where is your bag?
Mizlish,Ka bazaar a kal a ni.,I will go to the market tomorrow.
Mizlish,I class kal em?,Will you go to class tomorrow?
Mizlish,Ka hriat chuan a sawi a ni.,I understood you.
Mizlish,I busy a ni?,Are you busy?
Mizlish,Ka hmang chuan ka kal a ni.,I will play with you.
Mizlish,I hmang chuan a tha a ni.,You look beautiful.
Mizlish,Ka phone rawh.,I am taking your phone.
Mizlish,I kal ve loh chuan?,Will you come tomorrow?
Mizlish,"Ka hming a zung a, ka hman a ni.",I will work now.
Mizlish,I hriat chuan eng hman a lo ngai?,What do you want?
Mizlish,Ka help rawh.,I will help you.
Mizlish,I kal chuan khetloh chuan?,Where will you go tomorrow?
Mizlish,Ka i chhuak chuan ka hmu chhuak.,I love you.
Mizlish,I assignment submit chhuak em?,Did you submit the assignment?
Mizlish,Ka hmang chuan ka la thlang lo.,I will talk to you.
Mizlish,I bazaar kal em?,Will you go to the market tomorrow?
Mizlish,Ka message rawh.,I got your message.
Mizlish,I help theih em?,Do you need help?
Mizlish,Ka school kal a ni.,I will go to school tomorrow.
Mizlish,I phone rawh em?,Did you call?
Mizlish,Ka hriat chuan a sawi a ni.,I understood you.
Mizlish,I thawng chuan a siam em?,Where is your house?
Mizlish,Ka i hmingin kal a ni.,I will come with you.
Mizlish,I busy a ni?,Are you busy?
Mizlish,Ka phone rawh.,I will call you.
Mizlish,I kal ve loh chuan?,Will you come tomorrow?
Mizlish,Ka hmang chuan ka kal a ni.,I will play with you.
Mizlish,I hriat chuan eng hman a lo ngai?,What do you need?
Mizlish,Ka hman a ni.,I will work now.
Mizlish,I nih chuan chhanh em?,Did you eat food?
Mizlish,Ka reply lo hmu.,I got your reply.
Mizlish,I bag chu a siam em?,Where is your bag?
Mizlish,Ka bazaar kal a ni.,I will go to the market tomorrow.
Mizlish,I class kal em?,Will you go to class tomorrow?
Mizlish,Ka hriat chuan a sawi a ni.,I understood you.
Mizlish,I busy a ni?,Are you busy?
Mizlish,Ka hmang chuan ka la thlang lo.,I will talk to you.
Mizlish,I hmang chuan a tha a ni.,You look beautiful.
Mizlish,Ka phone rawh.,I am taking your phone.
Mizlish,I kal ve loh chuan?,Will you come tomorrow?
Mizlish,Ka busy a ni.,I am busy now.
Mizlish,I hriat chuan eng hman a lo ngai?,What do you want?
Mizlish,Ka help rawh.,I will help you.
Mizlish,I kal chuan khetloh chuan?,Where will you go tomorrow?
Mizlish,Ka i chhuak chuan ka hmu chhuak.,I love you.
Mizlish,I assignment submit chhuak em?,Did you submit the assignment?
Mizlish,Ka hmang chuan ka la thlang lo.,I will talk to you.
Mizlish,I bazaar kal em?,Will you go to the market tomorrow?
Mizlish,Ka message rawh.,I got your message.
Mizlish,I help theih em?,Do you need help?
Triplish,Tumaar naam ki?,What is your name?
Triplish,Ang bhal ase.,I am fine.
Triplish,Tum kaam korisa?,Are you working?
Triplish,Ang bazaar jaim.,I will go to the market.
Triplish,Tum khai ase?,Are you eating?
Triplish,Ang pani loi aso.,I am drinking water.
Triplish,Tum kothai jao?,Where are you going?
Triplish,Ang tumak bhal pao.,I love you.
Triplish,Tum kene aso?,How are you?
Triplish,Ang khushi ase.,I am happy.
Triplish,Tum kal ahiba?,Will you come tomorrow?
Triplish,Ang kaam khatam korisu.,I finished work.
Triplish,Tum kene janisa?,How do you know?
Triplish,Ang tumar logot kotha patim.,I will talk with you.
Triplish,Tum bhal lagise?,Do you like it?
Triplish,Ang tumar logot jaim.,I will go with you.
Triplish,Tum kaha ase?,Where are you?
Triplish,Ang tumak wait kori ase.,I am waiting for you.
Triplish,Tum kene kori?,How do you do it?
Triplish,Ang khan khabo.,I want to eat.
Triplish,Tum eta dibo paro?,Can you give me one?
Triplish,Ang bohut dukhi ase.,I am very sad.
Triplish,Tum kene ase?,How are you?
Triplish,Ang tumak bujhai dim.,I will explain to you.
Triplish,Tum kene ahila?,How did you come?
Triplish,Ang tumar help lagibo.,I need your help.
Triplish,Tum kaha thakisa?,Where do you live?
Triplish,Ang tumar logot khelim.,I will play with you.
Triplish,Tum bhal nohoi.,You are not well.
Triplish,Ang tumak wait korisu.,I am waiting for you.
Triplish,Tum kam bhal korisa?,Are you doing the work well?
Triplish,Ang tumar sathe kotha patim.,I will speak with you.
Triplish,Tum kene ahiba?,How will you come?
Triplish,Ang tumar bhal lagise.,I like you.
Triplish,Tum kothai thakisa?,Where do you stay?
Triplish,Ang tumak phone korim.,I will call you.
Triplish,Tum bhat khai lao?,Have you eaten rice?
Triplish,Ang tumak dekhibo chahisu.,I want to see you.
Triplish,Tum kene korisa?,How do you do?
Triplish,Ang tumak bujhai dim.,I will explain to you.
Triplish,Tum bhal ase?,Are you fine?
Triplish,Ang tumar logot thakim.,I will stay with you.
Triplish,Tum kam korisa?,Are you working?
Triplish,Ang tumar help korim.,I will help you.
Triplish,Tum kothai jaiba?,Where will you go?
Triplish,Ang tumar logot khelim.,I will play with you.
Triplish,Tum bhal lagise?,Do you like it?
Triplish,Ang tumar logot ahim.,I am coming with you.
Triplish,Tum kene ahila?,How did you come?
Triplish,Ang tumak khushi korim.,I will make you happy.
Triplish,Tum bhal nohoi?,Are you not well?
Triplish,Ang tumar kotha sunim.,I will listen to you.
Triplish,Tum kothai ase?,Where are you?
Triplish,Ang tumar logot kotha patim.,I will talk to you.
Triplish,Tum kene korisa?,How do you do it?
Triplish,Ang tumak help korim.,I will help you.
Triplish,Tum kam mukabo paro?,Can you finish the work?
Triplish,Ang tumar logot jai dim.,I will go with you.
Triplish,Tum bhal ase?,Are you fine?
Triplish,Ang tumak phone korim.,I will call you.
Triplish,Tum kene ase?,How are you?
Triplish,Ang tumar logot thakim.,I will stay with you.
Triplish,Tum khai lao?,Have you eaten?
Triplish,Ang tumak dekhibo chahisu.,I want to see you.
Triplish,Tum kene ahiba?,How will you come?
Triplish,Ang tumar help lagibo.,I need your help.
Triplish,Tum bhal nohoi?,Are you not well?
Triplish,Ang tumar kotha bujhai dim.,I will explain your words.
Triplish,Tum kothai jao?,Where are you going?
Triplish,Ang tumak bhal pao.,I love you.
Triplish,Tum kam korisa?,Are you working?
Triplish,Ang tumar logot kotha patim.,I will talk to you.
Triplish,Tum bhal lagise?,Do you like it?
Triplish,Ang tumak phone korim.,I will call you.
Triplish,Tum kene ahila?,How did you come?
Triplish,Ang tumak wait korisu.,I am waiting for you.
Triplish,Tum kothai thakisa?,Where do you live?
Triplish,Ang tumar logot khelim.,I will play with you.
Triplish,Tum khai lao?,Have you eaten?
Triplish,Ang tumak bhal pao.,I love you.
Triplish,Tum kothai ase?,Where are you?
Triplish,Ang tumak phone korim.,I will call you.
Triplish,Tum bhal ase?,Are you fine?
Triplish,Ang tumar logot ahim.,I am coming with you.
Triplish,Tum kam korisa?,Are you working?
Triplish,Ang tumak help korim.,I will help you.
language,code_mixed,english
Santhlish,Aro laga school lako.,I will go to school tomorrow.
Santhlish,Inko khayeg?,Did you eat food?
Santhlish,Inko help korom.,I will help you.
Santhlish,Phone charge kori ka?,Is your phone charged?
Santhlish,Oha bhal larka.,He is a good boy.
Santhlish,Office lako jaitom.,I am going to the office.
Santhlish,Aro kal aiba?,Will you come tomorrow?
Santhlish,Message paiya.,I got your message.
Santhlish,Tohan bhal lagait.,You look nice.
Santhlish,Ami busy asi.,I am busy now.
Santhlish,Kam hoigel ki?,Is your work done?
Santhlish,Phone call korom.,I will call you.
Santhlish,Assignment korra?,Are you doing the assignment?
Santhlish,Ghar lako jatom.,I am going home.
Santhlish,Tor ki lage?,What do you need?
Santhlish,Exam dibom kal.,I will give the exam tomorrow.
Santhlish,Movie dekhli tohan?,Did you watch the movie?
Santhlish,Tor loge kotha bolom.,I will talk to you.
Santhlish,Tor lag extra sawal ase.,I have a question for you.
Santhlish,Tor loge bhal paita.,I love you.
Santhlish,Kal kothay jatom?,Where will you go tomorrow?
Santhlish,Ami aisilam.,I have come now.
Santhlish,Help lage tohan?,Do you need help?
Santhlish,Tor loge aibom.,I will come with you.
Santhlish,Kal kemne aso?,How are you tomorrow?
Santhlish,Phone call korli?,Did you call?
Santhlish,Tor reply paiya.,I got your reply.
Santhlish,Tor bag kothay ase?,Where is your bag?
Santhlish,Bazar lako jatom kal.,I will go to the market tomorrow.
Santhlish,Class lako jatom kal?,Will you go to class tomorrow?
Santhlish,Tor kotha bujhli.,I understood you.
Santhlish,Busy aso?,Are you busy?
Santhlish,Tor loge khelom.,I will play with you.
Santhlish,Tor sundor lagait.,You look beautiful.
Santhlish,Phone nitao.,I am taking your phone.
Santhlish,Kal aibom?,Will you come tomorrow?
Santhlish,Kam kortasi ami.,I will work now.
Santhlish,Tor ki lage?,What do you want?
Santhlish,Help korom tohan.,I will help you.
Santhlish,Kal kothay jabi?,Where will you go tomorrow?
Santhlish,Tor loge bhal paita.,I love you.
Santhlish,Assignment submit korli?,Did you submit the assignment?
Santhlish,Tor loge kotha bolom.,I will talk to you.
Santhlish,Bazar lako jatom kal.,Will you go to the market tomorrow?
Santhlish,Message paiya.,I got your message.
Santhlish,Help lage tohan?,Do you need help?
Santhlish,School lako jatom.,I will go to school tomorrow.
Santhlish,Phone call korli?,Did you call?
Santhlish,Tor kotha bujhli.,I understood you.
Santhlish,Tor ghar kothay ase?,Where is your house?
Santhlish,Tor loge aibom.,I will come with you.
Santhlish,Busy aso?,Are you busy?
Santhlish,Phone call korom.,I will call you.
Santhlish,Kal aibom?,Will you come tomorrow?
Santhlish,Tor loge khelom.,I will play with you.
Santhlish,Tor ki lage?,What do you need?
Santhlish,Kam kortasi ami.,I will work now.
Santhlish,Khailam tohan?,Did you eat food?
Santhlish,Reply paiya.,I got your reply.
Santhlish,Tor bag kothay ase?,Where is your bag?
Santhlish,Bazar lako jatom kal.,I will go to the market tomorrow.
Santhlish,Class lako jatom kal?,Will you go to class tomorrow?
Santhlish,Tor kotha bujhli.,I understood you.
Santhlish,Busy aso?,Are you busy?
Santhlish,Tor loge kotha bolom.,I will talk to you.
Santhlish,Tor sundor lagait.,You look beautiful.
Santhlish,Phone nitao.,I am taking your phone.
Santhlish,Kal aibom?,Will you come tomorrow?
Santhlish,Busy asi ami.,I am busy now.
Santhlish,Tor ki lage?,What do you want?
Santhlish,Help korom tohan.,I will help you.
Santhlish,Kal kothay jabi?,Where will you go tomorrow?
Santhlish,Tor loge bhal paita.,I love you.
Santhlish,Assignment submit korli?,Did you submit the assignment?
Santhlish,Tor loge kotha bolom.,I will talk to you.
Santhlish,Bazar lako jatom kal.,Will you go to the market tomorrow?
Santhlish,Message paiya.,I got your message.
Santhlish,Help lage tohan?,Do you need help?
Garolish,Nangni naam ngam?,What is your name?
Garolish,Ngam bisi ba.,I am fine.
Garolish,Nangni kam sengra?,Are you working?
Garolish,Ngam market di ja.,I will go to the market.
Garolish,Nangni khai gisi?,Are you eating?
Garolish,Ngam water di sa.,I am drinking water.
Garolish,Nangni kakhang di ja?,Where are you going?
Garolish,Ngam nangni nangni khang.,I love you.
Garolish,Nangni kene ba?,How are you?
Garolish,Ngam khusi ba.,I am happy.
Garolish,Nangni kal ongja?,Will you come tomorrow?
Garolish,Ngam kam segraba.,I finished work.
Garolish,Nangni kene janse?,How do you know?
Garolish,Ngam nangni songa kaba.,I will talk with you.
Garolish,Nangni bisi dang?,Do you like it?
Garolish,Ngam nangni songa ja.,I will go with you.
Garolish,Nangni kha ba?,Where are you?
Garolish,Ngam nangni intajar ba.,I am waiting for you.
Garolish,Nangni kene kor ba?,How do you do it?
Garolish,Ngam khai ba.,I want to eat.
Garolish,Nangni ekla dei ba?,Can you give me one?
Garolish,Ngam bisi dukh ba.,I am very sad.
Garolish,Nangni kene ba?,How are you?
Garolish,Ngam nangni matha sapba.,I will explain to you.
Garolish,Nangni kene ongja?,How did you come?
Garolish,Ngam nangni help dang.,I need your help.
Garolish,Nangni kha thang ba?,Where do you live?
Garolish,Ngam nangni songa dang.,I will play with you.
Garolish,Nangni bisi nokhro.,You are not well.
Garolish,Ngam nangni intajar dang.,I am waiting for you.
Garolish,Nangni kam bisi segraba?,Are you doing the work well?
Garolish,Ngam nangni songa kaba.,I will speak with you.
Garolish,Nangni kene ongja?,How will you come?
Garolish,Ngam nangni bisi dang.,I like you.
Garolish,Nangni kha thang ba?,Where do you stay?
Garolish,Ngam nangni phone korba.,I will call you.
Garolish,Nangni bhat khai dang?,Have you eaten rice?
Garolish,Ngam nangni dekhiba cha.,I want to see you.
Garolish,Nangni kene korba?,How do you do?
Garolish,Ngam nangni matha sapba.,I will explain to you.
Garolish,Nangni bisi ba?,Are you fine?
Garolish,Ngam nangni songa dang.,I will stay with you.
Garolish,Nangni kam segraba?,Are you working?
Garolish,Ngam nangni help korba.,I will help you.
Garolish,Nangni kha jaiba?,Where will you go?
Garolish,Ngam nangni songa dang.,I will play with you.
Garolish,Nangni bisi dang?,Do you like it?
Garolish,Ngam nangni songa ongja.,I am coming with you.
Garolish,Nangni kene ongja?,How did you come?
Garolish,Ngam nangni khusi korba.,I will make you happy.
Garolish,Nangni bisi nokhro?,Are you not well?
Garolish,Ngam nangni kotha sumborba.,I will listen to you.
Garolish,Nangni kha ba?,Where are you?
Garolish,Ngam nangni songa kaba.,I will talk to you.
Garolish,Nangni kene korba?,How do you do it?
Garolish,Ngam nangni help korba.,I will help you.
Garolish,Nangni kam mukor ba?,Can you finish the work?
Garolish,Ngam nangni songa jaiba.,I will go with you.
Garolish,Nangni bisi ba?,Are you fine?
Garolish,Ngam nangni phone korba.,I will call you.
Garolish,Nangni kene ba?,How are you?
Garolish,Ngam nangni songa dang.,I will stay with you.
Garolish,Nangni khai dang?,Have you eaten?
Garolish,Ngam nangni dekhiba cha.,I want to see you.
Garolish,Nangni kene ongja?,How will you come?
Garolish,Ngam nangni help dang.,I need your help.
Garolish,Nangni bisi nokhro?,Are you not well?
Garolish,Ngam nangni kotha matha sapba.,I will explain your words.
Garolish,Nangni kha jao?,Where are you going?
Garolish,Ngam nangni bisi dang.,I love you.
Garolish,Nangni kam segraba?,Are you working?
Garolish,Ngam nangni songa kaba.,I will talk to you.
Garolish,Nangni bisi dang?,Do you like it?
Garolish,Ngam nangni phone korba.,I will call you.
Garolish,Nangni kene ongja?,How did you come?
Garolish,Ngam nangni intajar dang.,I am waiting for you.
Garolish,Nangni kha thang ba?,Where do you live?
Garolish,Ngam nangni songa dang.,I will play with you.
Garolish,Nangni khai dang?,Have you eaten?
Garolish,Ngam nangni bisi dang.,I love you.
Garolish,Nangni kha ba?,Where are you?
Garolish,Ngam nangni phone korba.,I will call you.
Garolish,Nangni bisi ba?,Are you fine?
Garolish,Ngam nangni songa ongja.,I am coming with you.
Garolish,Nangni kam segraba?,Are you working?
Garolish,Ngam nangni help korba.,I will help you.
Khaslish,Ma bholi school jaanchu.,I will go to school tomorrow.
Khaslish,Timi khaeko chau?,Did you eat food?
Khaslish,Ma timilai madat garnechu.,I will help you.
Khaslish,Tero phone charge cha?,Is your phone charged?
Khaslish,U ramro chhora ho.,He is a good boy.
Khaslish,Ma office jaanchu.,I am going to the office.
Khaslish,Timi bholi aauchhau?,Will you come tomorrow?
Khaslish,Maile message paae.,I got your message.
Khaslish,Timi ramro dekhinchau.,You look nice.
Khaslish,Ma byasta chu.,I am busy now.
Khaslish,Tero kaam sakiyo?,Is your work done?
Khaslish,Maile call garchu.,I will call you.
Khaslish,Timi assignment gardai chau?,Are you doing the assignment?
Khaslish,Ma ghar jaanchu.,I am going home.
Khaslish,Timi ke chahanchau?,What do you need?
Khaslish,Maile bholi exam dinchu.,I will give the exam tomorrow.
Khaslish,Timi movie heryaau?,Did you watch the movie?
Khaslish,Ma timisanga kura garnechu.,I will talk to you.
Khaslish,Timi sangai thulo prasna cha.,I have a question for you.
Khaslish,Ma timilai maya garchu.,I love you.
Khaslish,Timi bholi kahaa jaanchhau?,Where will you go tomorrow?
Khaslish,Ma aaeko chu.,I have come now.
Khaslish,Timi lai madat chahinchha?,Do you need help?
Khaslish,Ma timisanga aaunechu.,I will come with you.
Khaslish,Timi bholi kasto chau?,How are you tomorrow?
Khaslish,Timiile phone call gareau?,Did you call?
Khaslish,Maile timro reply paae.,I got your reply.
Khaslish,Tero bag kahaa cha?,Where is your bag?
Khaslish,Ma bazaar jaanchu bholi.,I will go to the market tomorrow.
Khaslish,Timi class jaanchau bholi?,Will you go to class tomorrow?
Khaslish,Maile bujhe.,I understood you.
Khaslish,Timi byasta chau?,Are you busy?
Khaslish,Ma timisanga khelchu.,I will play with you.
Khaslish,Timi ramro dekhinchau.,You look beautiful.
Khaslish,Maile phone linchu.,I am taking your phone.
Khaslish,Timi bholi aaune chau?,Will you come tomorrow?
Khaslish,Ma kaam garirahanchu.,I will work now.
Khaslish,Timi ke chahanchau?,What do you want?
Khaslish,Ma timilai madat garnechu.,I will help you.
Khaslish,Timi bholi kahaa jaanchhau?,Where will you go tomorrow?
Khaslish,Ma timisanga maya garchu.,I love you.
Khaslish,Timi assignment submit gareau?,Did you submit the assignment?
Khaslish,Ma timisanga kura garnechu.,I will talk to you.
Khaslish,Timi bazaar jaanchau bholi?,Will you go to the market tomorrow?
Khaslish,Maile message paae.,I got your message.
Khaslish,Timi lai madat chahinchha?,Do you need help?
Khaslish,Ma school jaanchu bholi.,I will go to school tomorrow.
Khaslish,Timiile call gareau?,Did you call?
Khaslish,Maile bujhe.,I understood you.
Khaslish,Tero ghar kahaa cha?,Where is your house?
Khaslish,Ma timisanga aaunechu.,I will come with you.
Khaslish,Timi byasta chau?,Are you busy?
Khaslish,Maile call garchu.,I will call you.
Khaslish,Timi bholi aaune chau?,Will you come tomorrow?
Khaslish,Ma timisanga khelchu.,I will play with you.
Khaslish,Timi ke chahanchau?,What do you want?
Khaslish,Ma kaam garirahanchu.,I will work now.
Khaslish,Timi khaeko chau?,Did you eat food?
Khaslish,Maile reply paae.,I got your reply.
Khaslish,Tero bag kahaa cha?,Where is your bag?
Khaslish,Ma bazaar jaanchu bholi.,I will go to the market tomorrow.
Khaslish,Timi class jaanchau bholi?,Will you go to class tomorrow?
Khaslish,Maile bujhe.,I understood you.
Khaslish,Timi byasta chau?,Are you busy?
Khaslish,Ma timisanga kura garnechu.,I will talk to you.
Khaslish,Timi ramro dekhinchau.,You look beautiful.
Khaslish,Maile phone linchu.,I am taking your phone.
Khaslish,Timi bholi aaune chau?,Will you come tomorrow?
Khaslish,Ma byasta chu.,I am busy now.
Khaslish,Timi ke chahanchau?,What do you want?
Khaslish,Ma timilai madat garnechu.,I will help you.
Khaslish,Timi bholi kahaa jaanchhau?,Where will you go tomorrow?
Khaslish,Ma timisanga maya garchu.,I love you.
Khaslish,Timi assignment submit gareau?,Did you submit the assignment?
Khaslish,Ma timisanga kura garnechu.,I will talk to you.
Khaslish,Timi bazaar jaanchau bholi?,Will you go to the market tomorrow?
Khaslish,Maile message paae.,I got your message.
Khaslish,Timi lai madat chahinchha?,Do you need help?
Ladakh-English,Namkyi sems skye?,What is your name?
Ladakh-English,Nga kho khyad kyang yin.,I am fine.
Ladakh-English,Nga kam yin?,Are you working?
Ladakh-English,Ngas market la yin.,I am going to the market.
Ladakh-English,Nga shakpa yin?,Are you eating?
Ladakh-English,Ngas chu yin.,I am drinking water.
Ladakh-English,Nga kha la yin?,Where are you going?
Ladakh-English,Ngas khyidang chham yin.,I love you.
Ladakh-English,Khyidang yin?,How are you?
Ladakh-English,Ngak khyidang yin.,I am happy.
Ladakh-English,Khyidang mar yin?,Will you come tomorrow?
Ladakh-English,Ngas kam chud yin.,I finished work.
Ladakh-English,Khyidang gyang yin?,How do you know?
Ladakh-English,Ngas khyidang dang la yin.,I will talk with you.
Ladakh-English,Khyidang thog yin?,Do you like it?
Ladakh-English,Ngas khyidang dang yin.,I will go with you.
Ladakh-English,Khyidang kha yin?,Where are you?
Ladakh-English,Ngas khyidang tshod yin.,I am waiting for you.
Ladakh-English,Khyidang chud yin?,How do you do it?
Ladakh-English,Ngas shakpa yin.,I want to eat.
Ladakh-English,Khyidang yong yin?,Can you give me one?
Ladakh-English,Ngas thuk po yin.,I am very sad.
Ladakh-English,Khyidang yin?,How are you?
Ladakh-English,Ngas khyidang shing yin.,I will explain to you.
Ladakh-English,Khyidang mar yin?,How did you come?
Ladakh-English,Ngas khyidang help yin.,I need your help.
Ladakh-English,Khyidang kha yin?,Where do you live?
Ladakh-English,Ngas khyidang dang la yin.,I will play with you.
Ladakh-English,Khyidang ma yin.,You are not well.
Ladakh-English,Ngas khyidang tshod yin.,I am waiting for you.
Ladakh-English,Khyidang kam chud yin?,Are you doing the work well?
Ladakh-English,Ngas khyidang dang la yin.,I will speak with you.
Ladakh-English,Khyidang mar yin?,How will you come?
Ladakh-English,Ngas khyidang dang yin.,I like you.
Ladakh-English,Khyidang kha yin?,Where do you stay?
Ladakh-English,Ngas khyidang phone yin.,I will call you.
Ladakh-English,Khyidang shakpa yin?,Have you eaten rice?
Ladakh-English,Ngas khyidang tshod yin.,I want to see you.
Ladakh-English,Khyidang chud yin?,How do you do?
Ladakh-English,Ngas khyidang shing yin.,I will explain to you.
Ladakh-English,Khyidang yin?,Are you fine?
Ladakh-English,Ngas khyidang dang la yin.,I will stay with you.
Ladakh-English,Khyidang kam chud yin?,Are you working?
Ladakh-English,Ngas khyidang help yin.,I will help you.
Ladakh-English,Khyidang kha yin?,Where will you go?
Ladakh-English,Ngas khyidang dang la yin.,I will play with you.
Ladakh-English,Khyidang thog yin?,Do you like it?
Ladakh-English,Ngas khyidang dang la yin.,I am coming with you.
Ladakh-English,Khyidang mar yin?,How did you come?
Ladakh-English,Ngas khyidang khyidang po yin.,I will make you happy.
Ladakh-English,Khyidang ma yin?,Are you not well?
Ladakh-English,Ngas khyidang tsol yin.,I will listen to you.
Ladakh-English,Khyidang kha yin?,Where are you?
Ladakh-English,Ngas khyidang dang la yin.,I will talk to you.
Ladakh-English,Khyidang chud yin?,How do you do it?
Ladakh-English,Ngas khyidang help yin.,I will help you.
Ladakh-English,Khyidang kam phul yin?,Can you finish the work?
Ladakh-English,Ngas khyidang dang la yin.,I will go with you.
Ladakh-English,Khyidang yin?,Are you fine?
Ladakh-English,Ngas khyidang phone yin.,I will call you.
Ladakh-English,Khyidang yin?,How are you?
Ladakh-English,Ngas khyidang dang la yin.,I will stay with you.
Ladakh-English,Khyidang shakpa yin?,Have you eaten?
Ladakh-English,Ngas khyidang tshod yin.,I want to see you.
Ladakh-English,Khyidang mar yin?,How will you come?
Ladakh-English,Ngas khyidang help yin.,I need your help.
Ladakh-English,Khyidang ma yin?,Are you not well?
Ladakh-English,Ngas khyidang kyi shing yin.,I will explain your words.
Ladakh-English,Khyidang kha yin?,Where are you going?
Ladakh-English,Ngas khyidang dang yin.,I love you.
Ladakh-English,Khyidang kam chud yin?,Are you working?
Ladakh-English,Ngas khyidang dang la yin.,I will talk to you.
Ladakh-English,Khyidang thog yin?,Do you like it?
Ladakh-English,Ngas khyidang phone yin.,I will call you.
Ladakh-English,Khyidang mar yin?,How did you come?
Ladakh-English,Ngas khyidang tshod yin.,I am waiting for you.
Ladakh-English,Khyidang kha yin?,Where do you live?
Ladakh-English,Ngas khyidang dang la yin.,I will play with you.
Ladakh-English,Khyidang shakpa yin?,Have you eaten?
Ladakh-English,Ngas khyidang dang yin.,I love you.
Ladakh-English,Khyidang kha yin?,Where are you?
Ladakh-English,Ngas khyidang phone yin.,I will call you.
Ladakh-English,Khyidang yin?,Are you fine?
Ladakh-English,Ngas khyidang dang la yin.,I am coming with you.
Ladakh-English,Khyidang kam chud yin?,Are you working?
Ladakh-English,Ngas khyidang help yin.,I will help you.
Bhutlish,Amo la nga yoe?,How are you?
Bhutlish,Nga school la yin.,I am going to school.
Bhutlish,Chey drang yin?,Are you free?
Bhutlish,Nga la tshong la yin.,I am eating rice.
